Unnamed: 0,Title,Organism,Source,Strain/Genotype,Cell/Tissue,Description,Library_Strategy,Ribosome_position,Extraction_Protocol,Tags
GSM1898006,M RNA-Seq Exp1 Rep1, Homo sapiens,HeLa S3_M_RNA-Seq Exp1,,M phase,'M mRNA Rep1' column in RC_Data.xlsx,RNA-seq study,,"Total mRNA and ribosome-protected fragments were analyzed essentially as described in [PMID:22836135]. In brief, 5x106 HeLa S3 cells synchronized to either G1 or M phase were treated with 100 ug/mL cycloheximide for 5 min, harvested on ice and washed twice in ice-cold PBS. Following cell lysis and removal of nuclei by centrifugation, one tenth of the lysate was removed for total mRNA extraction and the rest was digested with 60 units RNase I (Ambion) for 45 min at room temp. Digestion was terminated with SuperaseIN (Ambion) and monosomes were pelleted by ultracentrifugation on a sucrose cushion. Footprint fragments were purified using a 15% polyacrylamide urea gel, and rRNA fragments were removed using Ribo-Zero Magnetic Gold Kit (Epicentre) according to the manufacturer’s instructions. In parallel, mRNA was purified using Oligo (dT) cellulose (Ambion) according to the manufacturer’s instructions and fragmented for 25 min at 94°C. Both mRNA and ribosome-protected fragments were dephosphorylated with T4 polynucleotide kinase and ligated to Universal miRNA Cloning Linker (NEB). RNA was reverse transcribed using SuperScript III and cDNA was circularized using CircLigase (both Epicentre). Libraries were amplified using indexed Illumina primers, size selected on a 1% agarose gel and extracted using High Pure PCR Purification Kit (Roche).","{'cell type': 'HeLa S3 cells', 'cell cycle phase': 'M phase', 'molecule subtype': 'Total mRNA (RNA-seq)'}"
GSM1898007,M RNA-Seq Exp1 Rep2, Homo sapiens,HeLa S3_M_RNA-Seq Exp1,,M phase,'M mRNA Rep2' column in RC_Data.xlsx,RNA-seq study,,"Total mRNA and ribosome-protected fragments were analyzed essentially as described in [PMID:22836135]. In brief, 5x106 HeLa S3 cells synchronized to either G1 or M phase were treated with 100 ug/mL cycloheximide for 5 min, harvested on ice and washed twice in ice-cold PBS. Following cell lysis and removal of nuclei by centrifugation, one tenth of the lysate was removed for total mRNA extraction and the rest was digested with 60 units RNase I (Ambion) for 45 min at room temp. Digestion was terminated with SuperaseIN (Ambion) and monosomes were pelleted by ultracentrifugation on a sucrose cushion. Footprint fragments were purified using a 15% polyacrylamide urea gel, and rRNA fragments were removed using Ribo-Zero Magnetic Gold Kit (Epicentre) according to the manufacturer’s instructions. In parallel, mRNA was purified using Oligo (dT) cellulose (Ambion) according to the manufacturer’s instructions and fragmented for 25 min at 94°C. Both mRNA and ribosome-protected fragments were dephosphorylated with T4 polynucleotide kinase and ligated to Universal miRNA Cloning Linker (NEB). RNA was reverse transcribed using SuperScript III and cDNA was circularized using CircLigase (both Epicentre). Libraries were amplified using indexed Illumina primers, size selected on a 1% agarose gel and extracted using High Pure PCR Purification Kit (Roche).","{'cell type': 'HeLa S3 cells', 'cell cycle phase': 'M phase', 'molecule subtype': 'Total mRNA (RNA-seq)'}"
GSM1898008,M RNA-Seq Exp1 Rep3, Homo sapiens,HeLa S3_M_RNA-Seq Exp1,,M phase,'M mRNA Rep3' column in RC_Data.xlsx,RNA-seq study,,"Total mRNA and ribosome-protected fragments were analyzed essentially as described in [PMID:22836135]. In brief, 5x106 HeLa S3 cells synchronized to either G1 or M phase were treated with 100 ug/mL cycloheximide for 5 min, harvested on ice and washed twice in ice-cold PBS. Following cell lysis and removal of nuclei by centrifugation, one tenth of the lysate was removed for total mRNA extraction and the rest was digested with 60 units RNase I (Ambion) for 45 min at room temp. Digestion was terminated with SuperaseIN (Ambion) and monosomes were pelleted by ultracentrifugation on a sucrose cushion. Footprint fragments were purified using a 15% polyacrylamide urea gel, and rRNA fragments were removed using Ribo-Zero Magnetic Gold Kit (Epicentre) according to the manufacturer’s instructions. In parallel, mRNA was purified using Oligo (dT) cellulose (Ambion) according to the manufacturer’s instructions and fragmented for 25 min at 94°C. Both mRNA and ribosome-protected fragments were dephosphorylated with T4 polynucleotide kinase and ligated to Universal miRNA Cloning Linker (NEB). RNA was reverse transcribed using SuperScript III and cDNA was circularized using CircLigase (both Epicentre). Libraries were amplified using indexed Illumina primers, size selected on a 1% agarose gel and extracted using High Pure PCR Purification Kit (Roche).","{'cell type': 'HeLa S3 cells', 'cell cycle phase': 'M phase', 'molecule subtype': 'Total mRNA (RNA-seq)'}"
GSM1898009,M RNA-Seq Exp2 Rep1, Homo sapiens,HeLa S3_M_RNA-Seq Exp2,,M phase,'M mRNA Rep4' column in RC_Data.xlsx,RNA-seq study,,"Total mRNA and ribosome-protected fragments were analyzed essentially as described in [PMID:22836135]. In brief, 5x106 HeLa S3 cells synchronized to either G1 or M phase were treated with 100 ug/mL cycloheximide for 5 min, harvested on ice and washed twice in ice-cold PBS. Following cell lysis and removal of nuclei by centrifugation, one tenth of the lysate was removed for total mRNA extraction and the rest was digested with 60 units RNase I (Ambion) for 45 min at room temp. Digestion was terminated with SuperaseIN (Ambion) and monosomes were pelleted by ultracentrifugation on a sucrose cushion. Footprint fragments were purified using a 15% polyacrylamide urea gel, and rRNA fragments were removed using Ribo-Zero Magnetic Gold Kit (Epicentre) according to the manufacturer’s instructions. In parallel, mRNA was purified using Oligo (dT) cellulose (Ambion) according to the manufacturer’s instructions and fragmented for 25 min at 94°C. Both mRNA and ribosome-protected fragments were dephosphorylated with T4 polynucleotide kinase and ligated to Universal miRNA Cloning Linker (NEB). RNA was reverse transcribed using SuperScript III and cDNA was circularized using CircLigase (both Epicentre). Libraries were amplified using indexed Illumina primers, size selected on a 1% agarose gel and extracted using High Pure PCR Purification Kit (Roche).","{'cell type': 'HeLa S3 cells', 'cell cycle phase': 'M phase', 'molecule subtype': 'Total mRNA (RNA-seq)'}"
GSM1898010,M Ribo-Seq Exp1 Rep1, Homo sapiens,HeLa S3_M_Ribo-Seq Exp1,,M phase,'M RP Rep1' column in RC_Data.xlsx,Ribo-seq study,Elongating,"Total mRNA and ribosome-protected fragments were analyzed essentially as described in [PMID:22836135]. In brief, 5x106 HeLa S3 cells synchronized to either G1 or M phase were treated with 100 ug/mL cycloheximide for 5 min, harvested on ice and washed twice in ice-cold PBS. Following cell lysis and removal of nuclei by centrifugation, one tenth of the lysate was removed for total mRNA extraction and the rest was digested with 60 units RNase I (Ambion) for 45 min at room temp. Digestion was terminated with SuperaseIN (Ambion) and monosomes were pelleted by ultracentrifugation on a sucrose cushion. Footprint fragments were purified using a 15% polyacrylamide urea gel, and rRNA fragments were removed using Ribo-Zero Magnetic Gold Kit (Epicentre) according to the manufacturer’s instructions. In parallel, mRNA was purified using Oligo (dT) cellulose (Ambion) according to the manufacturer’s instructions and fragmented for 25 min at 94°C. Both mRNA and ribosome-protected fragments were dephosphorylated with T4 polynucleotide kinase and ligated to Universal miRNA Cloning Linker (NEB). RNA was reverse transcribed using SuperScript III and cDNA was circularized using CircLigase (both Epicentre). Libraries were amplified using indexed Illumina primers, size selected on a 1% agarose gel and extracted using High Pure PCR Purification Kit (Roche).","{'cell type': 'HeLa S3 cells', 'cell cycle phase': 'M phase', 'molecule subtype': 'ribosome-protected fragments  (Ribo-seq)'}"
GSM1898011,M Ribo-Seq Exp1 Rep2, Homo sapiens,HeLa S3_M_Ribo-Seq Exp1,,M phase,'M RP Rep2' column in RC_Data.xlsx,Ribo-seq study,Elongating,"Total mRNA and ribosome-protected fragments were analyzed essentially as described in [PMID:22836135]. In brief, 5x106 HeLa S3 cells synchronized to either G1 or M phase were treated with 100 ug/mL cycloheximide for 5 min, harvested on ice and washed twice in ice-cold PBS. Following cell lysis and removal of nuclei by centrifugation, one tenth of the lysate was removed for total mRNA extraction and the rest was digested with 60 units RNase I (Ambion) for 45 min at room temp. Digestion was terminated with SuperaseIN (Ambion) and monosomes were pelleted by ultracentrifugation on a sucrose cushion. Footprint fragments were purified using a 15% polyacrylamide urea gel, and rRNA fragments were removed using Ribo-Zero Magnetic Gold Kit (Epicentre) according to the manufacturer’s instructions. In parallel, mRNA was purified using Oligo (dT) cellulose (Ambion) according to the manufacturer’s instructions and fragmented for 25 min at 94°C. Both mRNA and ribosome-protected fragments were dephosphorylated with T4 polynucleotide kinase and ligated to Universal miRNA Cloning Linker (NEB). RNA was reverse transcribed using SuperScript III and cDNA was circularized using CircLigase (both Epicentre). Libraries were amplified using indexed Illumina primers, size selected on a 1% agarose gel and extracted using High Pure PCR Purification Kit (Roche).","{'cell type': 'HeLa S3 cells', 'cell cycle phase': 'M phase', 'molecule subtype': 'ribosome-protected fragments  (Ribo-seq)'}"
GSM1898012,M Ribo-Seq Exp1 Rep3, Homo sapiens,HeLa S3_M_Ribo-Seq Exp1,,M phase,'M RP Rep3' column in RC_Data.xlsx,Ribo-seq study,Elongating,"Total mRNA and ribosome-protected fragments were analyzed essentially as described in [PMID:22836135]. In brief, 5x106 HeLa S3 cells synchronized to either G1 or M phase were treated with 100 ug/mL cycloheximide for 5 min, harvested on ice and washed twice in ice-cold PBS. Following cell lysis and removal of nuclei by centrifugation, one tenth of the lysate was removed for total mRNA extraction and the rest was digested with 60 units RNase I (Ambion) for 45 min at room temp. Digestion was terminated with SuperaseIN (Ambion) and monosomes were pelleted by ultracentrifugation on a sucrose cushion. Footprint fragments were purified using a 15% polyacrylamide urea gel, and rRNA fragments were removed using Ribo-Zero Magnetic Gold Kit (Epicentre) according to the manufacturer’s instructions. In parallel, mRNA was purified using Oligo (dT) cellulose (Ambion) according to the manufacturer’s instructions and fragmented for 25 min at 94°C. Both mRNA and ribosome-protected fragments were dephosphorylated with T4 polynucleotide kinase and ligated to Universal miRNA Cloning Linker (NEB). RNA was reverse transcribed using SuperScript III and cDNA was circularized using CircLigase (both Epicentre). Libraries were amplified using indexed Illumina primers, size selected on a 1% agarose gel and extracted using High Pure PCR Purification Kit (Roche).","{'cell type': 'HeLa S3 cells', 'cell cycle phase': 'M phase', 'molecule subtype': 'ribosome-protected fragments  (Ribo-seq)'}"
GSM1898013,M Ribo-Seq Exp2 Rep1, Homo sapiens,HeLa S3_M_Ribo-Seq Exp2,,M phase,'M RP Rep4' column in RC_Data.xlsx,Ribo-seq study,Elongating,"Total mRNA and ribosome-protected fragments were analyzed essentially as described in [PMID:22836135]. In brief, 5x106 HeLa S3 cells synchronized to either G1 or M phase were treated with 100 ug/mL cycloheximide for 5 min, harvested on ice and washed twice in ice-cold PBS. Following cell lysis and removal of nuclei by centrifugation, one tenth of the lysate was removed for total mRNA extraction and the rest was digested with 60 units RNase I (Ambion) for 45 min at room temp. Digestion was terminated with SuperaseIN (Ambion) and monosomes were pelleted by ultracentrifugation on a sucrose cushion. Footprint fragments were purified using a 15% polyacrylamide urea gel, and rRNA fragments were removed using Ribo-Zero Magnetic Gold Kit (Epicentre) according to the manufacturer’s instructions. In parallel, mRNA was purified using Oligo (dT) cellulose (Ambion) according to the manufacturer’s instructions and fragmented for 25 min at 94°C. Both mRNA and ribosome-protected fragments were dephosphorylated with T4 polynucleotide kinase and ligated to Universal miRNA Cloning Linker (NEB). RNA was reverse transcribed using SuperScript III and cDNA was circularized using CircLigase (both Epicentre). Libraries were amplified using indexed Illumina primers, size selected on a 1% agarose gel and extracted using High Pure PCR Purification Kit (Roche).","{'cell type': 'HeLa S3 cells', 'cell cycle phase': 'M phase', 'molecule subtype': 'ribosome-protected fragments  (Ribo-seq)'}"
GSM1898014,G1 RNA-Seq Exp1 Rep1, Homo sapiens,HeLa S3_G1_RNA-Seq Exp1,,G1 phase,'G1 mRNA Rep1' column in RC_Data.xlsx,RNA-seq study,,"Total mRNA and ribosome-protected fragments were analyzed essentially as described in [PMID:22836135]. In brief, 5x106 HeLa S3 cells synchronized to either G1 or M phase were treated with 100 ug/mL cycloheximide for 5 min, harvested on ice and washed twice in ice-cold PBS. Following cell lysis and removal of nuclei by centrifugation, one tenth of the lysate was removed for total mRNA extraction and the rest was digested with 60 units RNase I (Ambion) for 45 min at room temp. Digestion was terminated with SuperaseIN (Ambion) and monosomes were pelleted by ultracentrifugation on a sucrose cushion. Footprint fragments were purified using a 15% polyacrylamide urea gel, and rRNA fragments were removed using Ribo-Zero Magnetic Gold Kit (Epicentre) according to the manufacturer’s instructions. In parallel, mRNA was purified using Oligo (dT) cellulose (Ambion) according to the manufacturer’s instructions and fragmented for 25 min at 94°C. Both mRNA and ribosome-protected fragments were dephosphorylated with T4 polynucleotide kinase and ligated to Universal miRNA Cloning Linker (NEB). RNA was reverse transcribed using SuperScript III and cDNA was circularized using CircLigase (both Epicentre). Libraries were amplified using indexed Illumina primers, size selected on a 1% agarose gel and extracted using High Pure PCR Purification Kit (Roche).","{'cell type': 'HeLa S3 cells', 'cell cycle phase': 'G1 phase', 'molecule subtype': 'Total mRNA (RNA-seq)'}"
GSM1898015,G1 RNA-Seq Exp1 Rep2, Homo sapiens,HeLa S3_G1_RNA-Seq Exp1,,G1 phase,'G1 mRNA Rep2' column in RC_Data.xlsx,RNA-seq study,,"Total mRNA and ribosome-protected fragments were analyzed essentially as described in [PMID:22836135]. In brief, 5x106 HeLa S3 cells synchronized to either G1 or M phase were treated with 100 ug/mL cycloheximide for 5 min, harvested on ice and washed twice in ice-cold PBS. Following cell lysis and removal of nuclei by centrifugation, one tenth of the lysate was removed for total mRNA extraction and the rest was digested with 60 units RNase I (Ambion) for 45 min at room temp. Digestion was terminated with SuperaseIN (Ambion) and monosomes were pelleted by ultracentrifugation on a sucrose cushion. Footprint fragments were purified using a 15% polyacrylamide urea gel, and rRNA fragments were removed using Ribo-Zero Magnetic Gold Kit (Epicentre) according to the manufacturer’s instructions. In parallel, mRNA was purified using Oligo (dT) cellulose (Ambion) according to the manufacturer’s instructions and fragmented for 25 min at 94°C. Both mRNA and ribosome-protected fragments were dephosphorylated with T4 polynucleotide kinase and ligated to Universal miRNA Cloning Linker (NEB). RNA was reverse transcribed using SuperScript III and cDNA was circularized using CircLigase (both Epicentre). Libraries were amplified using indexed Illumina primers, size selected on a 1% agarose gel and extracted using High Pure PCR Purification Kit (Roche).","{'cell type': 'HeLa S3 cells', 'cell cycle phase': 'G1 phase', 'molecule subtype': 'Total mRNA (RNA-seq)'}"
