Unnamed: 0,Title,Organism,Source,Strain/Genotype,Cell/Tissue,Description,Library_Strategy,Ribosome_position,Extraction_Protocol,Tags
GSM1503433,FP_dmso_1hr, Homo sapiens,Breast cancer cells,,Ductal breast carcinoma,RNAseq of ribosome footprints from cells treated with DMSO for 1 hour,Ribo-seq study,Elongating,"Extraction protocol was carried out as described by Ingolia et al. Nat Protoc 2012, 7:1534–50. Library construction was performed as described by Ingolia et al. Nat Protoc 2012, 7:1534–50.","{'cell line': 'MDA-MB-231', 'cell type': 'Ductal breast carcinoma', 'passage #': '3', 'treatment': 'DMSO for 1 hour'}"
GSM1503434,FP_dmso_2hr, Homo sapiens,Breast cancer cells,,Ductal breast carcinoma,RNAseq of ribosome footprints from cells treated with DMSO for 2 hours,Ribo-seq study,Elongating,"Extraction protocol was carried out as described by Ingolia et al. Nat Protoc 2012, 7:1534–50. Library construction was performed as described by Ingolia et al. Nat Protoc 2012, 7:1534–50.","{'cell line': 'MDA-MB-231', 'cell type': 'Ductal breast carcinoma', 'passage #': '3', 'treatment': 'DMSO for 2 hours'}"
GSM1503435,FP_silvestrol_1hr, Homo sapiens,Breast cancer cells,,Ductal breast carcinoma,RNAseq of ribosome footprints from cells treated with 25 nM Silvestrol for 1 hour,Ribo-seq study,Elongating,"Extraction protocol was carried out as described by Ingolia et al. Nat Protoc 2012, 7:1534–50. Library construction was performed as described by Ingolia et al. Nat Protoc 2012, 7:1534–50.","{'cell line': 'MDA-MB-231', 'cell type': 'Ductal breast carcinoma', 'passage #': '3', 'treatment': '25 nM Silvestrol for 1 hour'}"
GSM1503436,FP_silvestrol_2hr, Homo sapiens,Breast cancer cells,,Ductal breast carcinoma,RNAseq of ribosome footprints from cells treated with 25 nM Silvestrol for 2 hours,Ribo-seq study,Elongating,"Extraction protocol was carried out as described by Ingolia et al. Nat Protoc 2012, 7:1534–50. Library construction was performed as described by Ingolia et al. Nat Protoc 2012, 7:1534–50.","{'cell line': 'MDA-MB-231', 'cell type': 'Ductal breast carcinoma', 'passage #': '3', 'treatment': '25 nM Silvestrol for 1 hour'}"
GSM1503437,FP_untreated, Homo sapiens,Breast cancer cells,,Ductal breast carcinoma,RNAseq of ribosome footprints from untreated cells,Ribo-seq study,Elongating,"Extraction protocol was carried out as described by Ingolia et al. Nat Protoc 2012, 7:1534–50. Library construction was performed as described by Ingolia et al. Nat Protoc 2012, 7:1534–50.","{'cell line': 'MDA-MB-231', 'cell type': 'Ductal breast carcinoma', 'passage #': '3', 'treatment': 'untreated'}"
GSM1503438,mRNA_dmso_2hr, Homo sapiens,Breast cancer cells,,Ductal breast carcinoma,RNAseq of mRNA from cells treated with DMSO for 2 hours,RNA-seq study,,"Extraction protocol was carried out as described by Ingolia et al. Nat Protoc 2012, 7:1534–50. Library construction was performed as described by Ingolia et al. Nat Protoc 2012, 7:1534–50.","{'cell line': 'MDA-MB-231', 'cell type': 'Ductal breast carcinoma', 'passage #': '3', 'treatment': 'untreated'}"
GSM1503439,mRNA_silvestrol_2hr, Homo sapiens,Breast cancer cells,,Ductal breast carcinoma,RNAseq of mRNA from cells treated with 25 nM Silvestrol for 2 hours,RNA-seq study,,"Extraction protocol was carried out as described by Ingolia et al. Nat Protoc 2012, 7:1534–50. Library construction was performed as described by Ingolia et al. Nat Protoc 2012, 7:1534–50.","{'cell line': 'MDA-MB-231', 'cell type': 'Ductal breast carcinoma', 'passage #': '3', 'treatment': '25 nM Silvestrol for 2 hours'}"
GSM1503440,FP_dmso_2hr_br, Homo sapiens,Breast cancer cells,,Ductal breast carcinoma,RNAseq of ribosome footprints from cells treated with DMSO for 2 hours; biological replicate,Ribo-seq study,Elongating,"Extraction protocol was carried out as described by Ingolia et al. Nat Protoc 2012, 7:1534–50. Library construction was performed as described by Ingolia et al. Nat Protoc 2012, 7:1534–50.","{'cell line': 'MDA-MB-231', 'cell type': 'Ductal breast carcinoma', 'passage #': '4', 'treatment': 'DMSO for 2 hours'}"
GSM1503441,FP_silvestrol_2hr_br, Homo sapiens,Breast cancer cells,,Ductal breast carcinoma,RNAseq of ribosome footprints from cells treated with 25 nM Silvestrol for 2 hours; biological replicate,Ribo-seq study,Elongating,"Extraction protocol was carried out as described by Ingolia et al. Nat Protoc 2012, 7:1534–50. Library construction was performed as described by Ingolia et al. Nat Protoc 2012, 7:1534–50.","{'cell line': 'MDA-MB-231', 'cell type': 'Ductal breast carcinoma', 'passage #': '4', 'treatment': '25 nM Silvestrol for 2 hours'}"
GSM1503442,FP_dmso, Homo sapiens,Breast cancer cells,,Ductal breast carcinoma,RNAseq of ribosome footprints from cells treated with DMSO for 2 hours,Ribo-seq study,Elongating,"Extraction protocol was carried out as described by Ingolia et al. Nat Protoc 2012, 7:1534–50. Library construction was performed as described by Ingolia et al. Nat Protoc 2012, 7:1534–50.","{'cell line': 'MDA-MB-231', 'cell type': 'Ductal breast carcinoma', 'passage #': '3', 'treatment': 'DMSO for 2 hours'}"
GSM1503443,FP_ink128, Homo sapiens,Breast cancer cells,,Ductal breast carcinoma,RNAseq of ribosome footprints from cells treated with 200 nM INK128 for 2 hours,Ribo-seq study,Elongating,"Extraction protocol was carried out as described by Ingolia et al. Nat Protoc 2012, 7:1534–50. Library construction was performed as described by Ingolia et al. Nat Protoc 2012, 7:1534–50.","{'cell line': 'MDA-MB-231', 'cell type': 'Ductal breast carcinoma', 'passage #': '3', 'treatment': '200 nM INK128 for 2 hours'}"
GSM1503444,totRNA_dmso, Homo sapiens,Breast cancer cells,,Ductal breast carcinoma,RNAseq of total RNA from cells treated with DMSO for 2 hours,RNA-seq study,,"Extraction protocol was carried out as described by Ingolia et al. Nat Protoc 2012, 7:1534–50. Library construction was performed as described by Ingolia et al. Nat Protoc 2012, 7:1534–50.","{'cell line': 'MDA-MB-231', 'cell type': 'Ductal breast carcinoma', 'passage #': '3', 'treatment': 'DMSO for 2 hours'}"
GSM1503445,totRNA_ink128, Homo sapiens,Breast cancer cells,,Ductal breast carcinoma,RNAseq of total RNA from cells treated with 200 nM INK128 for 2 hours,RNA-seq study,,"Extraction protocol was carried out as described by Ingolia et al. Nat Protoc 2012, 7:1534–50. Library construction was performed as described by Ingolia et al. Nat Protoc 2012, 7:1534–50.","{'cell line': 'MDA-MB-231', 'cell type': 'Ductal breast carcinoma', 'passage #': '3', 'treatment': '200 nM INK128 for 2 hours'}"
