Unnamed: 0,Title,Organism,Source,Strain/Genotype,Cell/Tissue,Description,Library_Strategy,Ribosome_position,Extraction_Protocol,Tags
GSM1585204,1_wt d-leucine rep1 total RNA, Homo sapiens,Human fibroblast,wt,,No description available,RNA-seq study,,"Prior to lysis, the cells were incubated for 1 minute in DMEM containing 0.1 mg/mL cycloheximide (USBiological, cat. no. C8500-10). After a rinse with ice cold PBS containing 0.1 mg/mL cycloheximide, the cells from up to three plates were collected by scraping into 800 µl chilled Mammalian Lysis Buffer (ART-Seq 1X Mammalian Polysome Buffer, 1% Triton X-100, 0.1% NP-40, 1 mM DTT, 10 U/ml DNase I, 0.1 mg/ml cycloheximide). The cell lysate was triturated 10 times through a 26G needle to insure complete lysis, incubated for 10 minutes on ice with periodic agitation, and clarified by a 10 minute centrifugation at 20,000 x g at 4°C.  The RNA concentration of the supernatant was determined using the Quant-iT RiboGreen RNA Assay Kit (Invitrogen) and a SpectraMax M2 reader (Molecular Devices) according to manufacturer’s instructions.  Aliquots were flash-frozen in liquid nitrogen and stored at -80°C.  Ribosome-protected mRNA fragments (RPFs) and fragmented total RNA depleted for ribosomal RNA were sequenced for each sample.  Footprinting was performed at room temperature for 45 min using ART-Seq Nuclease (Epicentre), then stopped with SUPERase•In™ RNase Inhibitor (Life Technologies).  For the 24 hr timepoint samples, 2.8 units of nuclease was added per µg of RNA.  For the 3 hr timepoint samples, the amount of nuclease was reduced to 0.5 units/µg.  RPFs were isolated from the nuclease/SUPERase•In™ treated lysate using Sephacryl S400 columns (GE Healthcare: MicroSpin S-400 HR, cat. no. 27-5140-01), followed by acid phenol:chloroform extraction and isopropanol precipitation. Total RNA was isolated from untreated lysate by acid phenol:chloroform extraction and isopropanol precipitation. Ribosomal RNA was removed from 1-5 µg of RPFs and total RNA using either the Ribo-Zero™ Magnetic or the Ribo-Zero™ Magnetic Gold Kit (Human/Mouse/Rat) (Epicentre). To purify the Ribo-Zero treated samples, the RNA Clean & Concentrator™-5 Kit (Zymo Research) was used as described in the ART-Seq protocol.  26-34 nt RPFs were further size selected by PAGE purification and the total RNA heat fragmented.  Libraries were constructed as described in the Mammalian ARTseq™ Ribosome Profiling Kit (Epicentre, cat. no. RPHMR12126, protocol version 2012).","{'experiment type': 'RNA-seq', 'genotype': 'wt', 'timepoint after treatment': '24 hours', 'treatment': 'd-leucine'}"
GSM1585205,2_wt l-leucine rep1 total RNA, Homo sapiens,Human fibroblast,wt,,No description available,RNA-seq study,,"Prior to lysis, the cells were incubated for 1 minute in DMEM containing 0.1 mg/mL cycloheximide (USBiological, cat. no. C8500-10). After a rinse with ice cold PBS containing 0.1 mg/mL cycloheximide, the cells from up to three plates were collected by scraping into 800 µl chilled Mammalian Lysis Buffer (ART-Seq 1X Mammalian Polysome Buffer, 1% Triton X-100, 0.1% NP-40, 1 mM DTT, 10 U/ml DNase I, 0.1 mg/ml cycloheximide). The cell lysate was triturated 10 times through a 26G needle to insure complete lysis, incubated for 10 minutes on ice with periodic agitation, and clarified by a 10 minute centrifugation at 20,000 x g at 4°C.  The RNA concentration of the supernatant was determined using the Quant-iT RiboGreen RNA Assay Kit (Invitrogen) and a SpectraMax M2 reader (Molecular Devices) according to manufacturer’s instructions.  Aliquots were flash-frozen in liquid nitrogen and stored at -80°C.  Ribosome-protected mRNA fragments (RPFs) and fragmented total RNA depleted for ribosomal RNA were sequenced for each sample.  Footprinting was performed at room temperature for 45 min using ART-Seq Nuclease (Epicentre), then stopped with SUPERase•In™ RNase Inhibitor (Life Technologies).  For the 24 hr timepoint samples, 2.8 units of nuclease was added per µg of RNA.  For the 3 hr timepoint samples, the amount of nuclease was reduced to 0.5 units/µg.  RPFs were isolated from the nuclease/SUPERase•In™ treated lysate using Sephacryl S400 columns (GE Healthcare: MicroSpin S-400 HR, cat. no. 27-5140-01), followed by acid phenol:chloroform extraction and isopropanol precipitation. Total RNA was isolated from untreated lysate by acid phenol:chloroform extraction and isopropanol precipitation. Ribosomal RNA was removed from 1-5 µg of RPFs and total RNA using either the Ribo-Zero™ Magnetic or the Ribo-Zero™ Magnetic Gold Kit (Human/Mouse/Rat) (Epicentre). To purify the Ribo-Zero treated samples, the RNA Clean & Concentrator™-5 Kit (Zymo Research) was used as described in the ART-Seq protocol.  26-34 nt RPFs were further size selected by PAGE purification and the total RNA heat fragmented.  Libraries were constructed as described in the Mammalian ARTseq™ Ribosome Profiling Kit (Epicentre, cat. no. RPHMR12126, protocol version 2012).","{'experiment type': 'RNA-seq', 'genotype': 'wt', 'timepoint after treatment': '24 hours', 'treatment': 'l-leucine'}"
GSM1585206,5_corr d-leucine rep1 total RNA, Homo sapiens,Human fibroblast,corrected,,No description available,RNA-seq study,,"Prior to lysis, the cells were incubated for 1 minute in DMEM containing 0.1 mg/mL cycloheximide (USBiological, cat. no. C8500-10). After a rinse with ice cold PBS containing 0.1 mg/mL cycloheximide, the cells from up to three plates were collected by scraping into 800 µl chilled Mammalian Lysis Buffer (ART-Seq 1X Mammalian Polysome Buffer, 1% Triton X-100, 0.1% NP-40, 1 mM DTT, 10 U/ml DNase I, 0.1 mg/ml cycloheximide). The cell lysate was triturated 10 times through a 26G needle to insure complete lysis, incubated for 10 minutes on ice with periodic agitation, and clarified by a 10 minute centrifugation at 20,000 x g at 4°C.  The RNA concentration of the supernatant was determined using the Quant-iT RiboGreen RNA Assay Kit (Invitrogen) and a SpectraMax M2 reader (Molecular Devices) according to manufacturer’s instructions.  Aliquots were flash-frozen in liquid nitrogen and stored at -80°C.  Ribosome-protected mRNA fragments (RPFs) and fragmented total RNA depleted for ribosomal RNA were sequenced for each sample.  Footprinting was performed at room temperature for 45 min using ART-Seq Nuclease (Epicentre), then stopped with SUPERase•In™ RNase Inhibitor (Life Technologies).  For the 24 hr timepoint samples, 2.8 units of nuclease was added per µg of RNA.  For the 3 hr timepoint samples, the amount of nuclease was reduced to 0.5 units/µg.  RPFs were isolated from the nuclease/SUPERase•In™ treated lysate using Sephacryl S400 columns (GE Healthcare: MicroSpin S-400 HR, cat. no. 27-5140-01), followed by acid phenol:chloroform extraction and isopropanol precipitation. Total RNA was isolated from untreated lysate by acid phenol:chloroform extraction and isopropanol precipitation. Ribosomal RNA was removed from 1-5 µg of RPFs and total RNA using either the Ribo-Zero™ Magnetic or the Ribo-Zero™ Magnetic Gold Kit (Human/Mouse/Rat) (Epicentre). To purify the Ribo-Zero treated samples, the RNA Clean & Concentrator™-5 Kit (Zymo Research) was used as described in the ART-Seq protocol.  26-34 nt RPFs were further size selected by PAGE purification and the total RNA heat fragmented.  Libraries were constructed as described in the Mammalian ARTseq™ Ribosome Profiling Kit (Epicentre, cat. no. RPHMR12126, protocol version 2012).","{'experiment type': 'RNA-seq', 'genotype': 'corrected', 'timepoint after treatment': '24 hours', 'treatment': 'd-leucine'}"
GSM1585207,6_corr l-leucine rep1 total RNA, Homo sapiens,Human fibroblast,corrected,,No description available,RNA-seq study,,"Prior to lysis, the cells were incubated for 1 minute in DMEM containing 0.1 mg/mL cycloheximide (USBiological, cat. no. C8500-10). After a rinse with ice cold PBS containing 0.1 mg/mL cycloheximide, the cells from up to three plates were collected by scraping into 800 µl chilled Mammalian Lysis Buffer (ART-Seq 1X Mammalian Polysome Buffer, 1% Triton X-100, 0.1% NP-40, 1 mM DTT, 10 U/ml DNase I, 0.1 mg/ml cycloheximide). The cell lysate was triturated 10 times through a 26G needle to insure complete lysis, incubated for 10 minutes on ice with periodic agitation, and clarified by a 10 minute centrifugation at 20,000 x g at 4°C.  The RNA concentration of the supernatant was determined using the Quant-iT RiboGreen RNA Assay Kit (Invitrogen) and a SpectraMax M2 reader (Molecular Devices) according to manufacturer’s instructions.  Aliquots were flash-frozen in liquid nitrogen and stored at -80°C.  Ribosome-protected mRNA fragments (RPFs) and fragmented total RNA depleted for ribosomal RNA were sequenced for each sample.  Footprinting was performed at room temperature for 45 min using ART-Seq Nuclease (Epicentre), then stopped with SUPERase•In™ RNase Inhibitor (Life Technologies).  For the 24 hr timepoint samples, 2.8 units of nuclease was added per µg of RNA.  For the 3 hr timepoint samples, the amount of nuclease was reduced to 0.5 units/µg.  RPFs were isolated from the nuclease/SUPERase•In™ treated lysate using Sephacryl S400 columns (GE Healthcare: MicroSpin S-400 HR, cat. no. 27-5140-01), followed by acid phenol:chloroform extraction and isopropanol precipitation. Total RNA was isolated from untreated lysate by acid phenol:chloroform extraction and isopropanol precipitation. Ribosomal RNA was removed from 1-5 µg of RPFs and total RNA using either the Ribo-Zero™ Magnetic or the Ribo-Zero™ Magnetic Gold Kit (Human/Mouse/Rat) (Epicentre). To purify the Ribo-Zero treated samples, the RNA Clean & Concentrator™-5 Kit (Zymo Research) was used as described in the ART-Seq protocol.  26-34 nt RPFs were further size selected by PAGE purification and the total RNA heat fragmented.  Libraries were constructed as described in the Mammalian ARTseq™ Ribosome Profiling Kit (Epicentre, cat. no. RPHMR12126, protocol version 2012).","{'experiment type': 'RNA-seq', 'genotype': 'corrected', 'timepoint after treatment': '24 hours', 'treatment': 'l-leucine'}"
GSM1585208,9_mut d-leucine rep1 total RNA, Homo sapiens,Human fibroblast,esco2 mutant,,No description available,RNA-seq study,,"Prior to lysis, the cells were incubated for 1 minute in DMEM containing 0.1 mg/mL cycloheximide (USBiological, cat. no. C8500-10). After a rinse with ice cold PBS containing 0.1 mg/mL cycloheximide, the cells from up to three plates were collected by scraping into 800 µl chilled Mammalian Lysis Buffer (ART-Seq 1X Mammalian Polysome Buffer, 1% Triton X-100, 0.1% NP-40, 1 mM DTT, 10 U/ml DNase I, 0.1 mg/ml cycloheximide). The cell lysate was triturated 10 times through a 26G needle to insure complete lysis, incubated for 10 minutes on ice with periodic agitation, and clarified by a 10 minute centrifugation at 20,000 x g at 4°C.  The RNA concentration of the supernatant was determined using the Quant-iT RiboGreen RNA Assay Kit (Invitrogen) and a SpectraMax M2 reader (Molecular Devices) according to manufacturer’s instructions.  Aliquots were flash-frozen in liquid nitrogen and stored at -80°C.  Ribosome-protected mRNA fragments (RPFs) and fragmented total RNA depleted for ribosomal RNA were sequenced for each sample.  Footprinting was performed at room temperature for 45 min using ART-Seq Nuclease (Epicentre), then stopped with SUPERase•In™ RNase Inhibitor (Life Technologies).  For the 24 hr timepoint samples, 2.8 units of nuclease was added per µg of RNA.  For the 3 hr timepoint samples, the amount of nuclease was reduced to 0.5 units/µg.  RPFs were isolated from the nuclease/SUPERase•In™ treated lysate using Sephacryl S400 columns (GE Healthcare: MicroSpin S-400 HR, cat. no. 27-5140-01), followed by acid phenol:chloroform extraction and isopropanol precipitation. Total RNA was isolated from untreated lysate by acid phenol:chloroform extraction and isopropanol precipitation. Ribosomal RNA was removed from 1-5 µg of RPFs and total RNA using either the Ribo-Zero™ Magnetic or the Ribo-Zero™ Magnetic Gold Kit (Human/Mouse/Rat) (Epicentre). To purify the Ribo-Zero treated samples, the RNA Clean & Concentrator™-5 Kit (Zymo Research) was used as described in the ART-Seq protocol.  26-34 nt RPFs were further size selected by PAGE purification and the total RNA heat fragmented.  Libraries were constructed as described in the Mammalian ARTseq™ Ribosome Profiling Kit (Epicentre, cat. no. RPHMR12126, protocol version 2012).","{'experiment type': 'RNA-seq', 'genotype': 'esco2 mutant', 'timepoint after treatment': '24 hours', 'treatment': 'd-leucine'}"
GSM1585209,10_mut l-leucine rep1 total RNA, Homo sapiens,Human fibroblast,esco2 mutant,,No description available,RNA-seq study,,"Prior to lysis, the cells were incubated for 1 minute in DMEM containing 0.1 mg/mL cycloheximide (USBiological, cat. no. C8500-10). After a rinse with ice cold PBS containing 0.1 mg/mL cycloheximide, the cells from up to three plates were collected by scraping into 800 µl chilled Mammalian Lysis Buffer (ART-Seq 1X Mammalian Polysome Buffer, 1% Triton X-100, 0.1% NP-40, 1 mM DTT, 10 U/ml DNase I, 0.1 mg/ml cycloheximide). The cell lysate was triturated 10 times through a 26G needle to insure complete lysis, incubated for 10 minutes on ice with periodic agitation, and clarified by a 10 minute centrifugation at 20,000 x g at 4°C.  The RNA concentration of the supernatant was determined using the Quant-iT RiboGreen RNA Assay Kit (Invitrogen) and a SpectraMax M2 reader (Molecular Devices) according to manufacturer’s instructions.  Aliquots were flash-frozen in liquid nitrogen and stored at -80°C.  Ribosome-protected mRNA fragments (RPFs) and fragmented total RNA depleted for ribosomal RNA were sequenced for each sample.  Footprinting was performed at room temperature for 45 min using ART-Seq Nuclease (Epicentre), then stopped with SUPERase•In™ RNase Inhibitor (Life Technologies).  For the 24 hr timepoint samples, 2.8 units of nuclease was added per µg of RNA.  For the 3 hr timepoint samples, the amount of nuclease was reduced to 0.5 units/µg.  RPFs were isolated from the nuclease/SUPERase•In™ treated lysate using Sephacryl S400 columns (GE Healthcare: MicroSpin S-400 HR, cat. no. 27-5140-01), followed by acid phenol:chloroform extraction and isopropanol precipitation. Total RNA was isolated from untreated lysate by acid phenol:chloroform extraction and isopropanol precipitation. Ribosomal RNA was removed from 1-5 µg of RPFs and total RNA using either the Ribo-Zero™ Magnetic or the Ribo-Zero™ Magnetic Gold Kit (Human/Mouse/Rat) (Epicentre). To purify the Ribo-Zero treated samples, the RNA Clean & Concentrator™-5 Kit (Zymo Research) was used as described in the ART-Seq protocol.  26-34 nt RPFs were further size selected by PAGE purification and the total RNA heat fragmented.  Libraries were constructed as described in the Mammalian ARTseq™ Ribosome Profiling Kit (Epicentre, cat. no. RPHMR12126, protocol version 2012).","{'experiment type': 'RNA-seq', 'genotype': 'esco2 mutant', 'timepoint after treatment': '24 hours', 'treatment': 'l-leucine'}"
GSM1585210,1_wt d-leucine rep1 RPF, Homo sapiens,Human fibroblast,wt,,No description available,Ribo-seq study,Elongating,"Prior to lysis, the cells were incubated for 1 minute in DMEM containing 0.1 mg/mL cycloheximide (USBiological, cat. no. C8500-10). After a rinse with ice cold PBS containing 0.1 mg/mL cycloheximide, the cells from up to three plates were collected by scraping into 800 µl chilled Mammalian Lysis Buffer (ART-Seq 1X Mammalian Polysome Buffer, 1% Triton X-100, 0.1% NP-40, 1 mM DTT, 10 U/ml DNase I, 0.1 mg/ml cycloheximide). The cell lysate was triturated 10 times through a 26G needle to insure complete lysis, incubated for 10 minutes on ice with periodic agitation, and clarified by a 10 minute centrifugation at 20,000 x g at 4°C.  The RNA concentration of the supernatant was determined using the Quant-iT RiboGreen RNA Assay Kit (Invitrogen) and a SpectraMax M2 reader (Molecular Devices) according to manufacturer’s instructions.  Aliquots were flash-frozen in liquid nitrogen and stored at -80°C.  Ribosome-protected mRNA fragments (RPFs) and fragmented total RNA depleted for ribosomal RNA were sequenced for each sample.  Footprinting was performed at room temperature for 45 min using ART-Seq Nuclease (Epicentre), then stopped with SUPERase•In™ RNase Inhibitor (Life Technologies).  For the 24 hr timepoint samples, 2.8 units of nuclease was added per µg of RNA.  For the 3 hr timepoint samples, the amount of nuclease was reduced to 0.5 units/µg.  RPFs were isolated from the nuclease/SUPERase•In™ treated lysate using Sephacryl S400 columns (GE Healthcare: MicroSpin S-400 HR, cat. no. 27-5140-01), followed by acid phenol:chloroform extraction and isopropanol precipitation. Total RNA was isolated from untreated lysate by acid phenol:chloroform extraction and isopropanol precipitation. Ribosomal RNA was removed from 1-5 µg of RPFs and total RNA using either the Ribo-Zero™ Magnetic or the Ribo-Zero™ Magnetic Gold Kit (Human/Mouse/Rat) (Epicentre). To purify the Ribo-Zero treated samples, the RNA Clean & Concentrator™-5 Kit (Zymo Research) was used as described in the ART-Seq protocol.  26-34 nt RPFs were further size selected by PAGE purification and the total RNA heat fragmented.  Libraries were constructed as described in the Mammalian ARTseq™ Ribosome Profiling Kit (Epicentre, cat. no. RPHMR12126, protocol version 2012).","{'experiment type': 'Ribosomal profiling', 'genotype': 'wt', 'timepoint after treatment': '24 hours', 'treatment': 'd-leucine'}"
GSM1585211,2_wt l-leucine rep1 RPF, Homo sapiens,Human fibroblast,wt,,No description available,Ribo-seq study,Elongating,"Prior to lysis, the cells were incubated for 1 minute in DMEM containing 0.1 mg/mL cycloheximide (USBiological, cat. no. C8500-10). After a rinse with ice cold PBS containing 0.1 mg/mL cycloheximide, the cells from up to three plates were collected by scraping into 800 µl chilled Mammalian Lysis Buffer (ART-Seq 1X Mammalian Polysome Buffer, 1% Triton X-100, 0.1% NP-40, 1 mM DTT, 10 U/ml DNase I, 0.1 mg/ml cycloheximide). The cell lysate was triturated 10 times through a 26G needle to insure complete lysis, incubated for 10 minutes on ice with periodic agitation, and clarified by a 10 minute centrifugation at 20,000 x g at 4°C.  The RNA concentration of the supernatant was determined using the Quant-iT RiboGreen RNA Assay Kit (Invitrogen) and a SpectraMax M2 reader (Molecular Devices) according to manufacturer’s instructions.  Aliquots were flash-frozen in liquid nitrogen and stored at -80°C.  Ribosome-protected mRNA fragments (RPFs) and fragmented total RNA depleted for ribosomal RNA were sequenced for each sample.  Footprinting was performed at room temperature for 45 min using ART-Seq Nuclease (Epicentre), then stopped with SUPERase•In™ RNase Inhibitor (Life Technologies).  For the 24 hr timepoint samples, 2.8 units of nuclease was added per µg of RNA.  For the 3 hr timepoint samples, the amount of nuclease was reduced to 0.5 units/µg.  RPFs were isolated from the nuclease/SUPERase•In™ treated lysate using Sephacryl S400 columns (GE Healthcare: MicroSpin S-400 HR, cat. no. 27-5140-01), followed by acid phenol:chloroform extraction and isopropanol precipitation. Total RNA was isolated from untreated lysate by acid phenol:chloroform extraction and isopropanol precipitation. Ribosomal RNA was removed from 1-5 µg of RPFs and total RNA using either the Ribo-Zero™ Magnetic or the Ribo-Zero™ Magnetic Gold Kit (Human/Mouse/Rat) (Epicentre). To purify the Ribo-Zero treated samples, the RNA Clean & Concentrator™-5 Kit (Zymo Research) was used as described in the ART-Seq protocol.  26-34 nt RPFs were further size selected by PAGE purification and the total RNA heat fragmented.  Libraries were constructed as described in the Mammalian ARTseq™ Ribosome Profiling Kit (Epicentre, cat. no. RPHMR12126, protocol version 2012).","{'experiment type': 'Ribosomal profiling', 'genotype': 'wt', 'timepoint after treatment': '24 hours', 'treatment': 'l-leucine'}"
GSM1585212,5_corr d-leucine rep1 RPF, Homo sapiens,Human fibroblast,corrected,,No description available,Ribo-seq study,Elongating,"Prior to lysis, the cells were incubated for 1 minute in DMEM containing 0.1 mg/mL cycloheximide (USBiological, cat. no. C8500-10). After a rinse with ice cold PBS containing 0.1 mg/mL cycloheximide, the cells from up to three plates were collected by scraping into 800 µl chilled Mammalian Lysis Buffer (ART-Seq 1X Mammalian Polysome Buffer, 1% Triton X-100, 0.1% NP-40, 1 mM DTT, 10 U/ml DNase I, 0.1 mg/ml cycloheximide). The cell lysate was triturated 10 times through a 26G needle to insure complete lysis, incubated for 10 minutes on ice with periodic agitation, and clarified by a 10 minute centrifugation at 20,000 x g at 4°C.  The RNA concentration of the supernatant was determined using the Quant-iT RiboGreen RNA Assay Kit (Invitrogen) and a SpectraMax M2 reader (Molecular Devices) according to manufacturer’s instructions.  Aliquots were flash-frozen in liquid nitrogen and stored at -80°C.  Ribosome-protected mRNA fragments (RPFs) and fragmented total RNA depleted for ribosomal RNA were sequenced for each sample.  Footprinting was performed at room temperature for 45 min using ART-Seq Nuclease (Epicentre), then stopped with SUPERase•In™ RNase Inhibitor (Life Technologies).  For the 24 hr timepoint samples, 2.8 units of nuclease was added per µg of RNA.  For the 3 hr timepoint samples, the amount of nuclease was reduced to 0.5 units/µg.  RPFs were isolated from the nuclease/SUPERase•In™ treated lysate using Sephacryl S400 columns (GE Healthcare: MicroSpin S-400 HR, cat. no. 27-5140-01), followed by acid phenol:chloroform extraction and isopropanol precipitation. Total RNA was isolated from untreated lysate by acid phenol:chloroform extraction and isopropanol precipitation. Ribosomal RNA was removed from 1-5 µg of RPFs and total RNA using either the Ribo-Zero™ Magnetic or the Ribo-Zero™ Magnetic Gold Kit (Human/Mouse/Rat) (Epicentre). To purify the Ribo-Zero treated samples, the RNA Clean & Concentrator™-5 Kit (Zymo Research) was used as described in the ART-Seq protocol.  26-34 nt RPFs were further size selected by PAGE purification and the total RNA heat fragmented.  Libraries were constructed as described in the Mammalian ARTseq™ Ribosome Profiling Kit (Epicentre, cat. no. RPHMR12126, protocol version 2012).","{'experiment type': 'Ribosomal profiling', 'genotype': 'corrected', 'timepoint after treatment': '24 hours', 'treatment': 'd-leucine'}"
GSM1585213,6_corr l-leucine rep1 RPF, Homo sapiens,Human fibroblast,corrected,,No description available,Ribo-seq study,Elongating,"Prior to lysis, the cells were incubated for 1 minute in DMEM containing 0.1 mg/mL cycloheximide (USBiological, cat. no. C8500-10). After a rinse with ice cold PBS containing 0.1 mg/mL cycloheximide, the cells from up to three plates were collected by scraping into 800 µl chilled Mammalian Lysis Buffer (ART-Seq 1X Mammalian Polysome Buffer, 1% Triton X-100, 0.1% NP-40, 1 mM DTT, 10 U/ml DNase I, 0.1 mg/ml cycloheximide). The cell lysate was triturated 10 times through a 26G needle to insure complete lysis, incubated for 10 minutes on ice with periodic agitation, and clarified by a 10 minute centrifugation at 20,000 x g at 4°C.  The RNA concentration of the supernatant was determined using the Quant-iT RiboGreen RNA Assay Kit (Invitrogen) and a SpectraMax M2 reader (Molecular Devices) according to manufacturer’s instructions.  Aliquots were flash-frozen in liquid nitrogen and stored at -80°C.  Ribosome-protected mRNA fragments (RPFs) and fragmented total RNA depleted for ribosomal RNA were sequenced for each sample.  Footprinting was performed at room temperature for 45 min using ART-Seq Nuclease (Epicentre), then stopped with SUPERase•In™ RNase Inhibitor (Life Technologies).  For the 24 hr timepoint samples, 2.8 units of nuclease was added per µg of RNA.  For the 3 hr timepoint samples, the amount of nuclease was reduced to 0.5 units/µg.  RPFs were isolated from the nuclease/SUPERase•In™ treated lysate using Sephacryl S400 columns (GE Healthcare: MicroSpin S-400 HR, cat. no. 27-5140-01), followed by acid phenol:chloroform extraction and isopropanol precipitation. Total RNA was isolated from untreated lysate by acid phenol:chloroform extraction and isopropanol precipitation. Ribosomal RNA was removed from 1-5 µg of RPFs and total RNA using either the Ribo-Zero™ Magnetic or the Ribo-Zero™ Magnetic Gold Kit (Human/Mouse/Rat) (Epicentre). To purify the Ribo-Zero treated samples, the RNA Clean & Concentrator™-5 Kit (Zymo Research) was used as described in the ART-Seq protocol.  26-34 nt RPFs were further size selected by PAGE purification and the total RNA heat fragmented.  Libraries were constructed as described in the Mammalian ARTseq™ Ribosome Profiling Kit (Epicentre, cat. no. RPHMR12126, protocol version 2012).","{'experiment type': 'Ribosomal profiling', 'genotype': 'corrected', 'timepoint after treatment': '24 hours', 'treatment': 'l-leucine'}"
