Unnamed: 0,Title,Organism,Source,Strain/Genotype,Cell/Tissue,Description,Library_Strategy,Ribosome_position,Extraction_Protocol,Tags
GSM1704503,6 h infection cytosol ribosome profiling (Rep 1), Homo sapiens,Huh7 cells,DENV2 (M29095.1),Huh7 cells,Library strategy: Ribo-Seq processed data file: dengueExpression-fractionated.xlsx,Ribo-seq study,Elongating,"Pre-treatment with 180 uM cycloheximide for 30s. PBS wash. For fractionated cells, release cytosol with digitonin. Extract remaining sample with dodecyl maltoside. NEB Directional Small RNA kit PNK end polishing, linker ligation, reverse transcription, PCR amplification","{'cell line': 'Huh7 cells', 'protocol': '6 h infection', 'compartment': 'cytosol', 'analysis': 'ribosome profiling', 'replicate': 'Rep 1', 'strain': 'DENV2 (M29095.1)'}"
GSM1704504,6 h infection ER ribosome profiling (Rep 1), Homo sapiens,Huh7 cells,DENV2 (M29095.1),Huh7 cells,Library strategy: Ribo-Seq processed data file: dengueExpression-fractionated.xlsx,Ribo-seq study,Elongating,"Pre-treatment with 180 uM cycloheximide for 30s. PBS wash. For fractionated cells, release cytosol with digitonin. Extract remaining sample with dodecyl maltoside. NEB Directional Small RNA kit PNK end polishing, linker ligation, reverse transcription, PCR amplification","{'cell line': 'Huh7 cells', 'protocol': '6 h infection', 'compartment': 'ER', 'analysis': 'ribosome profiling', 'replicate': 'Rep 1', 'strain': 'DENV2 (M29095.1)'}"
GSM1704505,12 h infection cytosol ribosome profiling (Rep 1), Homo sapiens,Huh7 cells,DENV2 (M29095.1),Huh7 cells,Library strategy: Ribo-Seq processed data file: dengueExpression-fractionated.xlsx,Ribo-seq study,Elongating,"Pre-treatment with 180 uM cycloheximide for 30s. PBS wash. For fractionated cells, release cytosol with digitonin. Extract remaining sample with dodecyl maltoside. NEB Directional Small RNA kit PNK end polishing, linker ligation, reverse transcription, PCR amplification","{'cell line': 'Huh7 cells', 'protocol': '12 h infection', 'compartment': 'cytosol', 'analysis': 'ribosome profiling', 'replicate': 'Rep 1', 'strain': 'DENV2 (M29095.1)'}"
GSM1704506,12 h infection ER ribosome profiling (Rep 1), Homo sapiens,Huh7 cells,DENV2 (M29095.1),Huh7 cells,Library strategy: Ribo-Seq processed data file: dengueExpression-fractionated.xlsx,Ribo-seq study,Elongating,"Pre-treatment with 180 uM cycloheximide for 30s. PBS wash. For fractionated cells, release cytosol with digitonin. Extract remaining sample with dodecyl maltoside. NEB Directional Small RNA kit PNK end polishing, linker ligation, reverse transcription, PCR amplification","{'cell line': 'Huh7 cells', 'protocol': '12 h infection', 'compartment': 'ER', 'analysis': 'ribosome profiling', 'replicate': 'Rep 1', 'strain': 'DENV2 (M29095.1)'}"
GSM1704507,24 h infection cytosol ribosome profiling (Rep 1), Homo sapiens,Huh7 cells,DENV2 (M29095.1),Huh7 cells,Library strategy: Ribo-Seq processed data file: dengueExpression-fractionated.xlsx,Ribo-seq study,Elongating,"Pre-treatment with 180 uM cycloheximide for 30s. PBS wash. For fractionated cells, release cytosol with digitonin. Extract remaining sample with dodecyl maltoside. NEB Directional Small RNA kit PNK end polishing, linker ligation, reverse transcription, PCR amplification","{'cell line': 'Huh7 cells', 'protocol': '24 h infection', 'compartment': 'cytosol', 'analysis': 'ribosome profiling', 'replicate': 'Rep 1', 'strain': 'DENV2 (M29095.1)'}"
GSM1704508,24 h infection ER ribosome profiling (Rep 1), Homo sapiens,Huh7 cells,DENV2 (M29095.1),Huh7 cells,Library strategy: Ribo-Seq processed data file: dengueExpression-fractionated.xlsx,Ribo-seq study,Elongating,"Pre-treatment with 180 uM cycloheximide for 30s. PBS wash. For fractionated cells, release cytosol with digitonin. Extract remaining sample with dodecyl maltoside. NEB Directional Small RNA kit PNK end polishing, linker ligation, reverse transcription, PCR amplification","{'cell line': 'Huh7 cells', 'protocol': '24 h infection', 'compartment': 'ER', 'analysis': 'ribosome profiling', 'replicate': 'Rep 1', 'strain': 'DENV2 (M29095.1)'}"
GSM1704509,40 h infection cytosol ribosome profiling (Rep 1), Homo sapiens,Huh7 cells,DENV2 (M29095.1),Huh7 cells,Library strategy: Ribo-Seq processed data file: dengueExpression-fractionated.xlsx,Ribo-seq study,Elongating,"Pre-treatment with 180 uM cycloheximide for 30s. PBS wash. For fractionated cells, release cytosol with digitonin. Extract remaining sample with dodecyl maltoside. NEB Directional Small RNA kit PNK end polishing, linker ligation, reverse transcription, PCR amplification","{'cell line': 'Huh7 cells', 'protocol': '40 h infection', 'compartment': 'cytosol', 'analysis': 'ribosome profiling', 'replicate': 'Rep 1', 'strain': 'DENV2 (M29095.1)'}"
GSM1704510,40 h infection ER ribosome profiling (Rep 1), Homo sapiens,Huh7 cells,DENV2 (M29095.1),Huh7 cells,Library strategy: Ribo-Seq processed data file: dengueExpression-fractionated.xlsx,Ribo-seq study,Elongating,"Pre-treatment with 180 uM cycloheximide for 30s. PBS wash. For fractionated cells, release cytosol with digitonin. Extract remaining sample with dodecyl maltoside. NEB Directional Small RNA kit PNK end polishing, linker ligation, reverse transcription, PCR amplification","{'cell line': 'Huh7 cells', 'protocol': '40 h infection', 'compartment': 'ER', 'analysis': 'ribosome profiling', 'replicate': 'Rep 1', 'strain': 'DENV2 (M29095.1)'}"
GSM1704511,Interferon treatment cytosol ribosome profiling (Rep 1), Homo sapiens,Huh7 cells,DENV2 (M29095.1),Huh7 cells,Library strategy: Ribo-Seq processed data file: dengueExpression-fractionated.xlsx,Ribo-seq study,Elongating,"Pre-treatment with 180 uM cycloheximide for 30s. PBS wash. For fractionated cells, release cytosol with digitonin. Extract remaining sample with dodecyl maltoside. NEB Directional Small RNA kit PNK end polishing, linker ligation, reverse transcription, PCR amplification","{'cell line': 'Huh7 cells', 'protocol': 'Interferon treatment', 'compartment': 'cytosol', 'analysis': 'ribosome profiling', 'replicate': 'Rep 1', 'strain': 'DENV2 (M29095.1)'}"
GSM1704512,Interferon treatment ER ribosome profiling (Rep 1), Homo sapiens,Huh7 cells,DENV2 (M29095.1),Huh7 cells,Library strategy: Ribo-Seq processed data file: dengueExpression-fractionated.xlsx,Ribo-seq study,Elongating,"Pre-treatment with 180 uM cycloheximide for 30s. PBS wash. For fractionated cells, release cytosol with digitonin. Extract remaining sample with dodecyl maltoside. NEB Directional Small RNA kit PNK end polishing, linker ligation, reverse transcription, PCR amplification","{'cell line': 'Huh7 cells', 'protocol': 'Interferon treatment', 'compartment': 'ER', 'analysis': 'ribosome profiling', 'replicate': 'Rep 1', 'strain': 'DENV2 (M29095.1)'}"
GSM1704513,Uninfected cytosol ribosome profiling (Rep 1), Homo sapiens,Huh7 cells,none,Huh7 cells,Library strategy: Ribo-Seq processed data file: dengueExpression-fractionated.xlsx,Ribo-seq study,Elongating,"Pre-treatment with 180 uM cycloheximide for 30s. PBS wash. For fractionated cells, release cytosol with digitonin. Extract remaining sample with dodecyl maltoside. NEB Directional Small RNA kit PNK end polishing, linker ligation, reverse transcription, PCR amplification","{'cell line': 'Huh7 cells', 'protocol': 'Uninfected', 'compartment': 'cytosol', 'analysis': 'ribosome profiling', 'replicate': 'Rep 1', 'strain': 'none'}"
