Unnamed: 0,Title,Organism,Source,Strain/Genotype,Cell/Tissue,Description,Library_Strategy,Ribosome_position,Extraction_Protocol,Tags
GSM1720803,ribo_DMSO_replicate1 [Sample 1], Homo sapiens,HEK 293 T-Rex_ribo_DMSO,,HEK 293 T-REx cell,No description available,Ribo-seq study,Elongating,"Rnase I footprinting, ribosome pelleting, RNA extraction TRI-reagent (sigma) and following Direct-zol RNA-MiniPrep (zymo research).","{'cell line': 'HEK 293 T-REx cell', 'treatment': 'DMSO', 'molecule': 'total RNA'}"
GSM1720804,ribo_DMSO_replicate2 [Sample 2], Homo sapiens,HEK 293 T-Rex_ribo_DMSO,,HEK 293 T-REx cell,No description available,Ribo-seq study,Elongating,"Rnase I footprinting, ribosome pelleting, RNA extraction TRI-reagent (sigma) and following Direct-zol RNA-MiniPrep (zymo research).","{'cell line': 'HEK 293 T-REx cell', 'treatment': 'DMSO', 'molecule': 'total RNA'}"
GSM1720805,ribo_RocA003 [Sample 3], Homo sapiens,HEK 293 T-Rex_ribo_RocA003,,HEK 293 T-REx cell,No description available,Ribo-seq study,Elongating,"Rnase I footprinting, ribosome pelleting, RNA extraction TRI-reagent (sigma) and following Direct-zol RNA-MiniPrep (zymo research).","{'cell line': 'HEK 293 T-REx cell', 'treatment': 'RocA 0.03 uM', 'molecule': 'total RNA'}"
GSM1720806,ribo_RocA03 [Sample 4], Homo sapiens,HEK 293 T-Rex_ribo_RocA03,,HEK 293 T-REx cell,No description available,Ribo-seq study,Elongating,"Rnase I footprinting, ribosome pelleting, RNA extraction TRI-reagent (sigma) and following Direct-zol RNA-MiniPrep (zymo research).","{'cell line': 'HEK 293 T-REx cell', 'treatment': 'RocA 0.3 uM', 'molecule': 'total RNA'}"
GSM1720807,ribo_RocA3 [Sample 5], Homo sapiens,HEK 293 T-Rex_ribo_RocA3,,HEK 293 T-REx cell,No description available,Ribo-seq study,Elongating,"Rnase I footprinting, ribosome pelleting, RNA extraction TRI-reagent (sigma) and following Direct-zol RNA-MiniPrep (zymo research).","{'cell line': 'HEK 293 T-REx cell', 'treatment': 'RocA 3 uM', 'molecule': 'total RNA'}"
GSM1720808,rna_DMSO_replicate1 [Sample 6], Homo sapiens,HEK 293 T-Rex_rna_DMSO,,HEK 293 T-REx cell,No description available,RNA-seq study,,Standard mRNA-seq TRI-reagent (sigma) and following Direct-zol RNA-MiniPrep (zymo research).,"{'cell line': 'HEK 293 T-REx cell', 'treatment': 'DMSO', 'molecule': 'total RNA'}"
GSM1720809,rna_DMSO_replicate2 [Sample 7], Homo sapiens,HEK 293 T-Rex_rna_DMSO,,HEK 293 T-REx cell,No description available,RNA-seq study,,Standard mRNA-seq TRI-reagent (sigma) and following Direct-zol RNA-MiniPrep (zymo research).,"{'cell line': 'HEK 293 T-REx cell', 'treatment': 'DMSO', 'molecule': 'total RNA'}"
GSM1720810,rna_RocA003 [Sample 8], Homo sapiens,HEK 293 T-Rex_rna_RocA003,,HEK 293 T-REx cell,No description available,RNA-seq study,,Standard mRNA-seq TRI-reagent (sigma) and following Direct-zol RNA-MiniPrep (zymo research).,"{'cell line': 'HEK 293 T-REx cell', 'treatment': 'RocA 0.03 uM', 'molecule': 'total RNA'}"
GSM1720811,rna_RocA03 [Sample 9], Homo sapiens,HEK 293 T-Rex_rna_RocA03,,HEK 293 T-REx cell,No description available,RNA-seq study,,Standard mRNA-seq TRI-reagent (sigma) and following Direct-zol RNA-MiniPrep (zymo research).,"{'cell line': 'HEK 293 T-REx cell', 'treatment': 'RocA 0.3 uM', 'molecule': 'total RNA'}"
GSM1720812,rna_RocA3 [Sample 10], Homo sapiens,HEK 293 T-Rex_rna_RocA3,,HEK 293 T-REx cell,No description available,RNA-seq study,,Standard mRNA-seq TRI-reagent (sigma) and following Direct-zol RNA-MiniPrep (zymo research).,"{'cell line': 'HEK 293 T-REx cell', 'treatment': 'RocA 3 uM', 'molecule': 'total RNA'}"
