Unnamed: 0,Title,Organism,Source,Strain/Genotype,Cell/Tissue,Description,Library_Strategy,Ribosome_position,Extraction_Protocol,Tags
GSM1523624,ribo_hES_shControl_replicate1, Homo sapiens,"hES cell, treated with sh control",,H1,No description available,Ribo-seq study,Elongating,"RNA extraction, preadenylated linker ligation, reverse transcription, cDNA circularization, PCR amplification","{'treatment': 'lentiviral infection with sh control', 'cell line': 'H1', 'extract_protocol': 'Rnase I footprinting, ribosome pelleting, RNA extraction'}"
GSM1523625,ribo_ND1_shControl_replicate1, Homo sapiens,"hES cell, treated with sh control, ND 1d",,H1,No description available,Ribo-seq study,Elongating,"RNA extraction, preadenylated linker ligation, reverse transcription, cDNA circularization, PCR amplification","{'treatment': 'lentiviral infection with sh control', 'cell line': 'H1', 'extract_protocol': 'Rnase I footprinting, ribosome pelleting, RNA extraction'}"
GSM1523626,ribo_ND3_shControl_replicate1, Homo sapiens,"hES cell, treated with sh control, ND 3d",,H1,No description available,Ribo-seq study,Elongating,"RNA extraction, preadenylated linker ligation, reverse transcription, cDNA circularization, PCR amplification","{'treatment': 'lentiviral infection with sh control', 'cell line': 'H1', 'extract_protocol': 'Rnase I footprinting, ribosome pelleting, RNA extraction'}"
GSM1523627,ribo_ND6_shControl_replicate1, Homo sapiens,"hES cell, treated with sh control, ND 6d",,H1,No description available,Ribo-seq study,Elongating,"RNA extraction, preadenylated linker ligation, reverse transcription, cDNA circularization, PCR amplification","{'treatment': 'lentiviral infection with sh control', 'cell line': 'H1', 'extract_protocol': 'Rnase I footprinting, ribosome pelleting, RNA extraction'}"
GSM1523628,ribo_hES_shKBTBD8_replicate1, Homo sapiens,"hES cell, treated with sh targeting KBTBD8",,H1,No description available,Ribo-seq study,Elongating,"RNA extraction, preadenylated linker ligation, reverse transcription, cDNA circularization, PCR amplification","{'treatment': 'lentiviral infection with sh KBTBD8', 'cell line': 'H1', 'extract_protocol': 'Rnase I footprinting, ribosome pelleting, RNA extraction'}"
GSM1523629,ribo_ND1_shKBTBD8_replicate1, Homo sapiens,"hES cell, treated with sh targeting KBTBD8, ND 1d",,H1,No description available,Ribo-seq study,Elongating,"RNA extraction, preadenylated linker ligation, reverse transcription, cDNA circularization, PCR amplification","{'treatment': 'lentiviral infection with sh KBTBD8', 'cell line': 'H1', 'extract_protocol': 'Rnase I footprinting, ribosome pelleting, RNA extraction'}"
GSM1523630,ribo_ND3_shKBTBD8_replicate1, Homo sapiens,"hES cell, treated with sh targeting KBTBD8, ND 3d",,H1,No description available,Ribo-seq study,Elongating,"RNA extraction, preadenylated linker ligation, reverse transcription, cDNA circularization, PCR amplification","{'treatment': 'lentiviral infection with sh KBTBD8', 'cell line': 'H1', 'extract_protocol': 'Rnase I footprinting, ribosome pelleting, RNA extraction'}"
GSM1523631,ribo_ND6_shKBTBD8_replicate1, Homo sapiens,"hES cell, treated with sh targeting KBTBD8, ND 6d",,H1,No description available,Ribo-seq study,Elongating,"RNA extraction, preadenylated linker ligation, reverse transcription, cDNA circularization, PCR amplification","{'treatment': 'lentiviral infection with sh KBTBD8', 'cell line': 'H1', 'extract_protocol': 'Rnase I footprinting, ribosome pelleting, RNA extraction'}"
GSM1523632,ribo_hES_shControl_replicate2, Homo sapiens,"hES cell, treated with sh control",,H1,No description available,Ribo-seq study,Elongating,"RNA extraction, preadenylated linker ligation, reverse transcription, cDNA circularization, PCR amplification","{'treatment': 'lentiviral infection with sh control', 'cell line': 'H1', 'extract_protocol': 'Rnase I footprinting, ribosome pelleting, RNA extraction'}"
GSM1523633,ribo_ND1_shControl_replicate2, Homo sapiens,"hES cell, treated with sh control, ND 1d",,H1,No description available,Ribo-seq study,Elongating,"RNA extraction, preadenylated linker ligation, reverse transcription, cDNA circularization, PCR amplification","{'treatment': 'lentiviral infection with sh control', 'cell line': 'H1', 'extract_protocol': 'Rnase I footprinting, ribosome pelleting, RNA extraction'}"
GSM1523634,ribo_ND3_shControl_replicate2, Homo sapiens,"hES cell, treated with sh control, ND 3d",,H1,No description available,Ribo-seq study,Elongating,"RNA extraction, preadenylated linker ligation, reverse transcription, cDNA circularization, PCR amplification","{'treatment': 'lentiviral infection with sh control', 'cell line': 'H1', 'extract_protocol': 'Rnase I footprinting, ribosome pelleting, RNA extraction'}"
GSM1523635,ribo_ND6_shControl_replicate2, Homo sapiens,"hES cell, treated with sh control, ND 6d",,H1,No description available,Ribo-seq study,Elongating,"RNA extraction, preadenylated linker ligation, reverse transcription, cDNA circularization, PCR amplification","{'treatment': 'lentiviral infection with sh control', 'cell line': 'H1', 'extract_protocol': 'Rnase I footprinting, ribosome pelleting, RNA extraction'}"
