Unnamed: 0,Title,Organism,Source,Strain/Genotype,Cell/Tissue,Description,Library_Strategy,Ribosome_position,Extraction_Protocol,Tags
GSM1370695,DMSO treated 1_RF, Homo sapiens,KOPT-K1 cell line,,KOPT-K1 T-ALL cell line,Con1 RF,,,"See Ignolia et al., Nature Protocols 2012 PMID: 22836135","{'cell line': 'KOPT-K1 T-ALL cell line', 'rna purification': 'Ribosome protected RNA fragments', 'agent': 'control'}"
GSM1370696,DMSO treated 2_RF, Homo sapiens,KOPT-K1 cell line,,KOPT-K1 T-ALL cell line,Con2 RF,,,"See Ignolia et al., Nature Protocols 2012 PMID: 22836135","{'cell line': 'KOPT-K1 T-ALL cell line', 'rna purification': 'Ribosome protected RNA fragments', 'agent': 'control'}"
GSM1370697,Silvestrol (25 nM) treated 1_RF, Homo sapiens,KOPT-K1 cell line,,KOPT-K1 T-ALL cell line,Sil1 RF,,,"See Ignolia et al., Nature Protocols 2012 PMID: 22836135","{'cell line': 'KOPT-K1 T-ALL cell line', 'rna purification': 'Ribosome protected RNA fragments', 'agent': 'Silvestrol'}"
GSM1370698,Silvestrol (25 nM) treated 2_RF, Homo sapiens,KOPT-K1 cell line,,KOPT-K1 T-ALL cell line,Sil2 RF,,,"See Ignolia et al., Nature Protocols 2012 PMID: 22836135","{'cell line': 'KOPT-K1 T-ALL cell line', 'rna purification': 'Ribosome protected RNA fragments', 'agent': 'Silvestrol'}"
GSM1370699,DMSO treated 1_RNA, Homo sapiens,KOPT-K1 cell line,,KOPT-K1 T-ALL cell line,Con1 RNA,RNA-seq study,,"See Ignolia et al., Nature Protocols 2012 PMID: 22836135","{'cell line': 'KOPT-K1 T-ALL cell line', 'rna purification': 'Total RNA', 'agent': 'control'}"
GSM1370700,DMSO treated 2_RNA, Homo sapiens,KOPT-K1 cell line,,KOPT-K1 T-ALL cell line,Con2 RNA,RNA-seq study,,"See Ignolia et al., Nature Protocols 2012 PMID: 22836135","{'cell line': 'KOPT-K1 T-ALL cell line', 'rna purification': 'Total RNA', 'agent': 'control'}"
GSM1370701,DMSO treated 3_RNA, Homo sapiens,KOPT-K1 cell line,,KOPT-K1 T-ALL cell line,Con3 RNA,RNA-seq study,,"See Ignolia et al., Nature Protocols 2012 PMID: 22836135","{'cell line': 'KOPT-K1 T-ALL cell line', 'rna purification': 'Total RNA', 'agent': 'control'}"
GSM1370702,Silvestrol (25 nM) treated 1_RNA, Homo sapiens,KOPT-K1 cell line,,KOPT-K1 T-ALL cell line,Sil1 RNA,RNA-seq study,,"See Ignolia et al., Nature Protocols 2012 PMID: 22836135","{'cell line': 'KOPT-K1 T-ALL cell line', 'rna purification': 'Total RNA', 'agent': 'Silvestrol'}"
GSM1370703,Silvestrol (25 nM) treated 2_RNA, Homo sapiens,KOPT-K1 cell line,,KOPT-K1 T-ALL cell line,Sil2 RNA,RNA-seq study,,"See Ignolia et al., Nature Protocols 2012 PMID: 22836135","{'cell line': 'KOPT-K1 T-ALL cell line', 'rna purification': 'Total RNA', 'agent': 'Silvestrol'}"
GSM1370704,Silvestrol (25 nM) treated 3_RNA, Homo sapiens,KOPT-K1 cell line,,KOPT-K1 T-ALL cell line,Sil3 RNA,RNA-seq study,,"See Ignolia et al., Nature Protocols 2012 PMID: 22836135","{'cell line': 'KOPT-K1 T-ALL cell line', 'rna purification': 'Total RNA', 'agent': 'Silvestrol'}"
