Unnamed: 0,Title,Organism,Source,Strain/Genotype,Cell/Tissue,Description,Library_Strategy,Ribosome_position,Extraction_Protocol,Tags
GSM2424844,YTHDF3-PAR-CLIP-repl.1, Homo sapiens,HeLa,,N terminal Flag-HA tagged YTHDF3 HeLa stable expression cell line,small RNA fragments crosslinked with YTHDF3 YTHDF3_PAR-CLIP.xlsx,RNA-seq study,,"Fed with 200 uM 4SU, 365 nm UV crosslinked, partial digested with Rnase T1, anti-Flag beads IP, SDS-PAGE gel size selection NEBNext® Multiplex Small RNA Library Prep Set for Illumina®","{'cell line': 'HeLa cells', 'cell treatment': 'N terminal Flag-HA tagged YTHDF3 HeLa stable expression cell line'}"
GSM2424845,YTHDF3-PAR-CLIP-repl.2, Homo sapiens,HeLa,,N terminal Flag-HA tagged YTHDF3 HeLa stable expression cell line,small RNA fragments crosslinked with YTHDF3 YTHDF3_PAR-CLIP.xlsx,RNA-seq study,,"Fed with 200 uM 4SU, 365 nm UV crosslinked, partial digested with Rnase T1, anti-Flag beads IP, SDS-PAGE gel size selection NEBNext® Multiplex Small RNA Library Prep Set for Illumina®","{'cell line': 'HeLa cells', 'cell treatment': 'N terminal Flag-HA tagged YTHDF3 HeLa stable expression cell line'}"
GSM2424846,YTHDF3-PAR-CLIP-repl.3, Homo sapiens,HeLa,,N terminal Flag-HA tagged YTHDF3 HeLa stable expression cell line,small RNA fragments crosslinked with YTHDF3 YTHDF3_PAR-CLIP.xlsx,RNA-seq study,,"Fed with 200 uM 4SU, 365 nm UV crosslinked, partial digested with Rnase T1, anti-Flag beads IP, SDS-PAGE gel size selection NEBNext® Multiplex Small RNA Library Prep Set for Illumina®","{'cell line': 'HeLa cells', 'cell treatment': 'N terminal Flag-HA tagged YTHDF3 HeLa stable expression cell line'}"
GSM2424847,YTHDF3-RIP-IP-repl.1, Homo sapiens,HeLa,,overexpress N terminal Flag tagged YTHDF3 for 24 hr (0.75 ug plasmid/ml media),full length RNA co-immunoprecipitated with YTHDF3 YTHDF3_RIP.xlsx,RNA-seq study,,Anti-Flag beads IP Illumina TruSeq Stranded mRNA Library Prep Kit,"{'cell line': 'HeLa cells', 'cell treatment': 'overexpress N terminal Flag tagged YTHDF3 for 24 hr (0.75 ug plasmid/ml media)'}"
GSM2424848,YTHDF3-RIP-IP-repl.2, Homo sapiens,HeLa,,overexpress N terminal Flag tagged YTHDF3 for 24 hr (0.75 ug plasmid/ml media),full length RNA co-immunoprecipitated with YTHDF3 YTHDF3_RIP.xlsx,RNA-seq study,,Anti-Flag beads IP Illumina TruSeq Stranded mRNA Library Prep Kit,"{'cell line': 'HeLa cells', 'cell treatment': 'overexpress N terminal Flag tagged YTHDF3 for 24 hr (0.75 ug plasmid/ml media)'}"
GSM2424849,YTHDF3-RIP-input-polyA, Homo sapiens,HeLa,,overexpress N terminal Flag tagged YTHDF3 for 24 hr (0.75 ug plasmid/ml media),polyA RNA YTHDF3_RIP.xlsx,RNA-seq study,,"Extracted with Trizol, and poly-dT beads selection Illumina TruSeq Stranded mRNA Library Prep Kit","{'cell line': 'HeLa cells', 'cell treatment': 'overexpress N terminal Flag tagged YTHDF3 for 24 hr (0.75 ug plasmid/ml media)'}"
GSM2424850,YTHDF3-RIP-input-ribominus, Homo sapiens,HeLa,,overexpress N terminal Flag tagged YTHDF3 for 24 hr (0.75 ug plasmid/ml media),rRNA depleted RNA YTHDF3_RIP.xlsx,Ribo-seq study,Elongating,"Extracted with Trizol, and rRNA removal with ribominus kit Illumina TruSeq Stranded mRNA Library Prep Kit","{'cell line': 'HeLa cells', 'cell treatment': 'overexpress N terminal Flag tagged YTHDF3 for 24 hr (0.75 ug plasmid/ml media)'}"
GSM2424851,Ribosome profiling-siControl-RPF, Homo sapiens,HeLa,,"40 nM siRNA knockdown for 48 hr, then 100 ug/ml Cycloheximide (CHX) incubation",small mRNA fragments protected by stalled ribosome siYTHDF3_RiboProfile.xlsx,Ribo-seq study,Elongating,"Isolated according to illumina Truseq Ribo Profile kit: Nuclease digestion, Microspin S-400 column separation, RNA extration, TBE gel size selection NEBNext® Multiplex Small RNA Library Prep Set for Illumina®","{'cell line': 'HeLa cells', 'cell treatment': '40 nM siRNA knockdown for 48 hr, then 100 ug/ml Cycloheximide (CHX) incubation'}"
GSM2424852,Ribosome profiling-siControl-input, Homo sapiens,HeLa,,"40 nM siRNA knockdown for 48 hr, then 100 ug/ml Cycloheximide (CHX) incubation",rRNA depleted and fragmented RNA siYTHDF3_RiboProfile.xlsx,Ribo-seq study,Elongating,"Isolated according to illumina Truseq Ribo Profile kit: total RNA (>200 nt) extraction, rRNA removal, and fragmentation NEBNext® Multiplex Small RNA Library Prep Set for Illumina®","{'cell line': 'HeLa cells', 'cell treatment': '40 nM siRNA knockdown for 48 hr, then 100 ug/ml Cycloheximide (CHX) incubation'}"
GSM2424853,Ribosome profiling-rep1-siYTHDF3-RPF, Homo sapiens,HeLa,,"40 nM siRNA knockdown for 48 hr, then 100 ug/ml Cycloheximide (CHX) incubation",small mRNA fragments protected by stalled ribosome siYTHDF3_RiboProfile.xlsx,Ribo-seq study,Elongating,"Isolated according to illumina Truseq Ribo Profile kit: Nuclease digestion, Microspin S-400 column separation, RNA extration, TBE gel size selection NEBNext® Multiplex Small RNA Library Prep Set for Illumina®","{'cell line': 'HeLa cells', 'cell treatment': '40 nM siRNA knockdown for 48 hr, then 100 ug/ml Cycloheximide (CHX) incubation'}"
